 0.0000000  2.3000000
 0.0050000  2.2061272
 0.0100000  2.0352012
 0.0150000  1.9405009
 0.0200000  1.8751169
 0.0250000  1.8206123
 0.0300000  1.7834413
 0.0350000  1.7457109
 0.0400000  1.7194539
 0.0450000  1.6930446
 0.0500000  1.6708634
 0.0550000  1.6525385
 0.0600000  1.6329394
 0.0650000  1.6191377
 0.0700000  1.6026678
 0.0750000  1.5905168
 0.0800000  1.5774552
 0.0850000  1.5658313
 0.0900000  1.5554117
 0.0950000  1.5445671
 0.1000000  1.5355120
 0.1050000  1.5259731
 0.1100000  1.5174019
 0.1150000  1.5092098
 0.1200000  1.5009824
 0.1250000  1.4936605
 0.1300000  1.4860573
 0.1350000  1.4790431
 0.1400000  1.4722766
 0.1450000  1.4652982
 0.1500000  1.4592791
 0.1550000  1.4523921
 0.1600000  1.4468186
 0.1650000  1.4402053
 0.1700000  1.4347844
 0.1750000  1.4285549
 0.1800000  1.4231362
 0.1850000  1.4172698
 0.1900000  1.4118302
 0.1950000  1.4062351
 0.2000000  1.4007907
 0.2050000  1.3953845
 0.2100000  1.3899269
 0.2150000  1.3846670
 0.2200000  1.3791598
 0.2250000  1.3740220
 0.2300000  1.3684315
 0.2350000  1.3633765
 0.2400000  1.3576953
 0.2450000  1.3526557
 0.2500000  1.3469004
 0.2550000  1.3417925
 0.2600000  1.3359852
 0.2650000  1.3307293
 0.2700000  1.3248785
 0.2750000  1.3194123
 0.2800000  1.3135052
 0.2850000  1.3077850
 0.2900000  1.3017883
 0.2950000  1.2957835
 0.3000000  1.2896488
 0.3050000  1.2833351
 0.3100000  1.2770027
 0.3150000  1.2703572
 0.3200000  1.2637581
 0.3250000  1.2567561
 0.3300000  1.2498132
 0.3350000  1.2424240
 0.3400000  1.2350549
 0.3450000  1.2272368
 0.3500000  1.2193559
 0.3550000  1.2110513
 0.3600000  1.2025708
 0.3650000  1.1937022
 0.3700000  1.1845317
 0.3750000  1.1749987
 0.3800000  1.1650419
 0.3850000  1.1547207
 0.3900000  1.1438702
 0.3950000  1.1326128
 0.4000000  1.1207444
 0.4050000  1.1083788
 0.4100000  1.0953442
 0.4150000  1.0816739
 0.4200000  1.0672949
 0.4250000  1.0520982
 0.4300000  1.0361606
 0.4350000  1.0191900
 0.4400000  1.0014404
 0.4450000  0.9824221
 0.4500000  0.9625681
 0.4550000  0.9412049
 0.4600000  0.9189216
 0.4650000  0.8949006
 0.4700000  0.8698460
 0.4750000  0.8428574
 0.4800000  0.8147022
 0.4850000  0.7844726
 0.4900000  0.7529494
 0.4950000  0.7192968
 0.5000000  0.6842699
