 0.0000000  2.3000000
 0.0050000  2.2710269
 0.0100000  2.2191662
 0.0150000  2.1892661
 0.0200000  2.1735036
 0.0250000  2.1630667
 0.0300000  2.1588582
 0.0350000  2.1543659
 0.0400000  2.1531208
 0.0450000  2.1516284
 0.0500000  2.1505731
 0.0550000  2.1508001
 0.0600000  2.1496101
 0.0650000  2.1503266
 0.0700000  2.1495316
 0.0750000  2.1498352
 0.0800000  2.1497542
 0.0850000  2.1494881
 0.0900000  2.1498667
 0.0950000  2.1494427
 0.1000000  2.1497517
 0.1050000  2.1496073
 0.1100000  2.1495530
 0.1150000  2.1497569
 0.1200000  2.1494722
 0.1250000  2.1497440
 0.1300000  2.1495651
 0.1350000  2.1495973
 0.1400000  2.1497248
 0.1450000  2.1494603
 0.1500000  2.1498116
 0.1550000  2.1494410
 0.1600000  2.1497729
 0.1650000  2.1495270
 0.1700000  2.1496661
 0.1750000  2.1496279
 0.1800000  2.1495868
 0.1850000  2.1496696
 0.1900000  2.1495786
 0.1950000  2.1496493
 0.2000000  2.1496110
 0.2050000  2.1496180
 0.2100000  2.1496278
 0.2150000  2.1496221
 0.2200000  2.1496031
 0.2250000  2.1496628
 0.2300000  2.1495580
 0.2350000  2.1497040
 0.2400000  2.1495323
 0.2450000  2.1497118
 0.2500000  2.1495457
 0.2550000  2.1496822
 0.2600000  2.1495853
 0.2650000  2.1496392
 0.2700000  2.1496233
 0.2750000  2.1496093
 0.2800000  2.1496413
 0.2850000  2.1496011
 0.2900000  2.1496419
 0.2950000  2.1496042
 0.3000000  2.1496390
 0.3050000  2.1496048
 0.3100000  2.1496421
 0.3150000  2.1495992
 0.3200000  2.1496485
 0.3250000  2.1495946
 0.3300000  2.1496488
 0.3350000  2.1495996
 0.3400000  2.1496376
 0.3450000  2.1496153
 0.3500000  2.1496184
 0.3550000  2.1496347
 0.3600000  2.1496008
 0.3650000  2.1496485
 0.3700000  2.1495922
 0.3750000  2.1496520
 0.3800000  2.1495940
 0.3850000  2.1496468
 0.3900000  2.1496022
 0.3950000  2.1496372
 0.4000000  2.1496126
 0.4050000  2.1496264
 0.4100000  2.1496237
 0.4150000  2.1496146
 0.4200000  2.1496361
 0.4250000  2.1496015
 0.4300000  2.1496498
 0.4350000  2.1495880
 0.4400000  2.1496629
 0.4450000  2.1495770
 0.4500000  2.1496717
 0.4550000  2.1495720
 0.4600000  2.1496734
 0.4650000  2.1495744
 0.4700000  2.1496674
 0.4750000  2.1495835
 0.4800000  2.1496552
 0.4850000  2.1495969
 0.4900000  2.1496398
 0.4950000  2.1496122
 0.5000000  2.1496236
