 0.0000000  2.3000000
 0.0050000  2.2258289
 0.0100000  2.0914769
 0.0150000  2.0158843
 0.0200000  1.9677375
 0.0250000  1.9293981
 0.0300000  1.9058952
 0.0350000  1.8823129
 0.0400000  1.8681248
 0.0450000  1.8541989
 0.0500000  1.8845425
 0.0550000  1.9886732
 0.0600000  2.0975347
 0.0650000  2.1786894
 0.0700000  2.2316955
 0.0750000  2.2654281
 0.0800000  2.2830752
 0.0850000  2.2923562
 0.0900000  2.2968468
 0.0950000  2.2984074
 0.1000000  2.2996140
 0.1050000  2.2996521
 0.1100000  2.2999330
 0.1150000  2.3000094
 0.1200000  2.2998914
 0.1250000  2.3000748
 0.1300000  2.2999668
 0.1350000  2.2999410
 0.1400000  2.3001569
 0.1450000  2.2997599
 0.1500000  2.3003064
 0.1550000  2.2996926
 0.1600000  2.3003016
 0.1650000  2.2997783
 0.1700000  2.3001620
 0.1750000  2.2999316
 0.1800000  2.3000036
 0.1850000  2.3000441
 0.1900000  2.2999223
 0.1950000  2.3000732
 0.2000000  2.2999205
 0.2050000  2.3000574
 0.2100000  2.2999352
 0.2150000  2.3000609
 0.2200000  2.2999149
 0.2250000  2.3001073
 0.2300000  2.2998646
 0.2350000  2.3001631
 0.2400000  2.2998301
 0.2450000  2.3001776
 0.2500000  2.2998481
 0.2550000  2.3001311
 0.2600000  2.2999139
 0.2650000  2.3000493
 0.2700000  2.2999909
 0.2750000  2.2999772
 0.2800000  2.3000439
 0.2850000  2.2999414
 0.2900000  2.3000628
 0.2950000  2.2999369
 0.3000000  2.3000615
 0.3050000  2.2999427
 0.3100000  2.3000575
 0.3150000  2.2999455
 0.3200000  2.3000548
 0.3250000  2.2999490
 0.3300000  2.3000442
 0.3350000  2.2999648
 0.3400000  2.3000171
 0.3450000  2.2999969
 0.3500000  2.2999777
 0.3550000  2.3000363
 0.3600000  2.2999414
 0.3650000  2.3000664
 0.3700000  2.2999234
 0.3750000  2.3000754
 0.3800000  2.2999287
 0.3850000  2.3000619
 0.3900000  2.2999519
 0.3950000  2.3000336
 0.4000000  2.2999836
 0.4050000  2.2999992
 0.4100000  2.3000177
 0.4150000  2.2999640
 0.4200000  2.3000524
 0.4250000  2.2999301
 0.4300000  2.3000866
 0.4350000  2.2999000
 0.4400000  2.3001164
 0.4450000  2.2998786
 0.4500000  2.3001346
 0.4550000  2.2998713
 0.4600000  2.3001347
 0.4650000  2.2998811
 0.4700000  2.3001150
 0.4750000  2.2999063
 0.4800000  2.3000793
 0.4850000  2.2999418
 0.4900000  2.3000354
 0.4950000  2.2999816
 0.5000000  2.2999912
